date,min,max,median,q1,q3,stdev,count
2025-03-17T00:00:00.000Z,4,49,25,12,36,14.215,121
2025-03-18T00:00:00.000Z,5,36,22,14.5,31,10.019,113
2025-03-19T00:00:00.000Z,10,67,26,20.5,43,15.393,133
2025-03-20T00:00:00.000Z,12,41,25,18,33,8.392,110
2025-03-21T00:00:00.000Z,12,43,20,14,35,10.372,109
2025-03-22T00:00:00.000Z,7,94,45,25,61,21.827,139
2025-03-23T00:00:00.000Z,4,71,18,9,59.5,24.334,113
2025-03-24T00:00:00.000Z,1,25,10,2,12,6.511,102
2025-03-25T00:00:00.000Z,1,12,4,2,6,3.345,92
2025-03-26T00:00:00.000Z,2,29,8,4,22,9.396,97
2025-03-27T00:00:00.000Z,5,17,9,7.5,12,3.627,33
2025-03-28T00:00:00.000Z,6,11,10,6,10,2.093,11
2025-03-29T00:00:00.000Z,11,30,19,17,28,6.682,50
2025-03-30T00:00:00.000Z,4,24,9.5,8,19.5,6.72,44
2025-03-31T00:00:00.000Z,1,20,8,4,18,6.438,71
2025-04-01T00:00:00.000Z,2,26,8,5,14,7.046,79
2025-04-02T00:00:00.000Z,6,19,12,9.5,14,3.826,56
2025-04-03T00:00:00.000Z,3,23,10,6,11,6.367,80
2025-04-04T00:00:00.000Z,2,26,5,3,11.5,6.698,92
2025-04-05T00:00:00.000Z,2,4,2.5,2,3,0.773,52
2025-04-06T00:00:00.000Z,3,35,15,5,22,10.129,68
2025-04-07T00:00:00.000Z,0,14,5,3,7,3.354,86
2025-04-08T00:00:00.000Z,3,25,9,7,13,4.655,101
2025-04-09T00:00:00.000Z,4,19,7,6,13,4.507,102
2025-04-10T00:00:00.000Z,3,12,5,4,9,3.12,75
2025-04-11T00:00:00.000Z,3,22,9.5,4,16,6.226,102
2025-04-12T00:00:00.000Z,3,12,6,5,7,2.397,90
2025-04-13T00:00:00.000Z,3,33,7,5,17.5,7.692,101
2025-04-14T00:00:00.000Z,3,16,7,5,9,3.039,74
2025-04-15T00:00:00.000Z,3,12,6,5,9,2.507,69
2025-04-16T00:00:00.000Z,1,9,4,2,6,2.439,89
2025-04-17T00:00:00.000Z,1,23,9,7,15,6.212,92
2025-04-18T00:00:00.000Z,1,8,4,2,4,1.887,66
2025-04-19T00:00:00.000Z,1,8,4,2.5,4,2.005,49
2025-04-20T00:00:00.000Z,2,16,5,3,10,4.695,76
2025-04-21T00:00:00.000Z,3,29,13,9,19.5,7.166,85
2025-04-22T00:00:00.000Z,2,10,3.5,2,5,2.528,86
2025-04-23T00:00:00.000Z,1,21,8,4,13,5.009,90
2025-04-24T00:00:00.000Z,4,20,7,5,13,4.758,91
2025-04-25T00:00:00.000Z,3,15,6,4,10,2.97,99
2025-04-26T00:00:00.000Z,4,12,6,5,7,2.419,66
2025-04-27T00:00:00.000Z,2,15,5,3,6,3.751,82
2025-04-28T00:00:00.000Z,2,16,6,5,10,3.411,82
2025-04-29T00:00:00.000Z,3,12,6,6,11,3.021,80
2025-04-30T00:00:00.000Z,7,26,14,12,18,5.009,73
2025-05-01T00:00:00.000Z,3,12,6,5,10,2.604,71
2025-05-02T00:00:00.000Z,2,15,5,4,8,3.616,63
2025-05-03T00:00:00.000Z,2,17,7,4,9,3.769,79
2025-05-04T00:00:00.000Z,1,28,13,9,19,7.534,89
2025-05-05T00:00:00.000Z,1,11,3,2,7,3.216,81
2025-05-06T00:00:00.000Z,2,15,3,3,6.5,3.811,84
2025-05-07T00:00:00.000Z,2,15,8,3,11,4.03,97
2025-05-08T00:00:00.000Z,2,10,6,5,8,2.285,82
2025-05-09T00:00:00.000Z,0,12,4,3,6,2.632,91
2025-05-10T00:00:00.000Z,0,16,3,2,7,4.286,96
2025-05-11T00:00:00.000Z,0,13,2,1,4,3.107,96
2025-05-12T00:00:00.000Z,0,12,2,1,6.5,3.448,100
2025-05-13T00:00:00.000Z,1,17,6,4,6.5,3.747,101
2025-05-14T00:00:00.000Z,2,14,5,4,7,2.796,99
2025-05-15T00:00:00.000Z,1,13,4,3,7,3.192,99
2025-05-16T00:00:00.000Z,1,12,4,4,9,3.387,91
2025-05-17T00:00:00.000Z,1,14,6,4.5,8,3.452,93
2025-05-18T00:00:00.000Z,2,21,9,2,11,5.653,103
2025-05-19T00:00:00.000Z,2,10,4.5,3,5,2.41,82
2025-05-20T00:00:00.000Z,2,12,4,3,8,2.681,99
2025-05-21T00:00:00.000Z,1,30,5,4,13,8.093,109
2025-05-22T00:00:00.000Z,0,13,5,3,9,3.264,86
2025-05-23T00:00:00.000Z,0,11,4,3,5,2.2,85
2025-05-24T00:00:00.000Z,1,10,5,5,6,2.275,91
2025-05-25T00:00:00.000Z,1,21,10,3,15,5.879,96
2025-05-26T00:00:00.000Z,1,16,4,3,7,4.035,99
2025-05-27T00:00:00.000Z,3,18,6,5,12,4.564,96
2025-05-28T00:00:00.000Z,2,11,5,4,8,2.803,100
2025-05-29T00:00:00.000Z,2,10,4,3,7,2.512,93
2025-05-30T00:00:00.000Z,1,7,3,2,4,1.226,93
2025-05-31T00:00:00.000Z,1,10,2,1,6,2.673,98
2025-06-01T00:00:00.000Z,0,19,2,2,8,5.384,97
2025-06-02T00:00:00.000Z,0,8,2,2,4,2.064,92
2025-06-03T00:00:00.000Z,1,8,2,1,4.5,2.149,80
2025-06-04T00:00:00.000Z,1,23,4,3,13,6.021,89
2025-06-05T00:00:00.000Z,2,11,6,4,6,1.454,60
2025-06-06T00:00:00.000Z,4,9,6,4,6,1.517,63
2025-06-07T00:00:00.000Z,6,16,10.5,9,13,2.866,84
2025-06-08T00:00:00.000Z,3,18,6,5,8,2.434,56
2025-06-09T00:00:00.000Z,2,16,8,5,14,4.316,74
2025-06-10T00:00:00.000Z,4,202,15,7,115,63.216,121
2025-06-11T00:00:00.000Z,4,9,6,5,8,1.517,78
2025-06-12T00:00:00.000Z,4,17,6,5,10,3.951,92
2025-06-13T00:00:00.000Z,4,9,7,5.5,8,1.455,92
2025-06-14T00:00:00.000Z,4,18,12,7,16,4.657,100
2025-06-15T00:00:00.000Z,3,14,5,4,8,2.73,97
2025-06-16T00:00:00.000Z,2,96,26,5,71.5,31.639,156
2025-06-17T00:00:00.000Z,2,287,91.5,53,122,55.453,244
2025-06-18T00:00:00.000Z,9,516,104,46,136,125.543,243
2025-06-19T00:00:00.000Z,3,101,9,8,12,21.431,113
2025-06-20T00:00:00.000Z,5,24,11,8,15,4.839,107
2025-06-21T00:00:00.000Z,4,15,7,7,11,2.951,98
2025-06-22T00:00:00.000Z,1,10,8,4,9,3.031,94
2025-06-23T00:00:00.000Z,4,11,5,5,8,2.039,94
2025-06-24T00:00:00.000Z,4,8,5.5,4,7,1.478,94
2025-06-25T00:00:00.000Z,3,9,5,4,7.5,1.904,96
2025-06-26T00:00:00.000Z,3,7,4,3,5,1.257,96
2025-06-27T00:00:00.000Z,2,7,4,3,5,1.65,94
2025-06-28T00:00:00.000Z,2,11,5,4,9,2.856,93
2025-06-29T00:00:00.000Z,2,7,4,3,5,1.344,91
